약국수,약국명,대표전화,시도,도로명주소,Latitude,Longitude,지번주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일
311,신사역365약국,070-8864-0704,서울특별시,"서울특별시 강남구 도산대로 지하102, 신사역 B1층 104호 (신사동)",37.517669,127.01936,,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,10:00~22:30,,
312,신사온누리약국,02-518-6243,서울특별시,"서울특별시 강남구 강남대로 598, 보림빌딩 지하1층 (논현동)",37.5151565,127.0203529,,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~18:30,,
313,신성메디칼약국,031-234-5335,경기도,"경기도 수원시 팔달구 권광로 187, 1층 (인계동)",37.2643123,127.0323818,경기도 수원시 팔달구 인계동 1113,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,,,
314,신성약국,031-595-8363,경기도,"경기도 남양주시 홍유릉로248번길 39, 122, 123호 (금곡동, 다남프라자)",37.6272536,127.2023904,,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~13:00,10:00~20:00,10:00~01:00
315,신세계약국,02-945-2636,서울특별시,서울특별시 종로구 종로 124-1,37.5700969,126.9913845,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~22:00,13:00~21:00,14:00~21:00
316,신세계약국,043-292-5523,충청북도,충청북도 청주시 서원구 1순환로1107번길 39 (분평동),36.6080897,127.4893741,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,13:00~23:00,09:00~23:00
317,신영약국,031-204-3835,경기도,"경기도 수원시 영통구 삼성로 2 , 1층 (신동)",37.2506839,127.0501924,"경기도 수원시 영통구 신동 941 , 1층 (신동)",10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,,10:00~22:40
318,신일약국,02-312-1741,서울특별시,서울특별시 마포구 손기정로 54 (아현동) 1층,37.5560321,126.9624213,서울특별시 마포구 아현동 706-3 1층,09:30~22:30,09:30~22:30,09:30~22:30,09:30~22:30,09:30~22:30,13:00~19:00,16:00~22:00,
319,신일약국,055-384-6878,경상남도,경상남도 양산시 신기로 24 (신기동),35.3527903,129.0431647,,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
320,신제일약국,031-356-7304,경기도,"경기도 화성시 남양읍 남양시장로 79, 1층 103호 ((주)픽앤츄코리아)",37.2097056,126.8178181,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,
321,신중앙약국,02-822-0443,서울특별시,서울특별시 동작구 흑석로 103 (흑석동),37.5078385,126.9608187,,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,13:00~24:00,13:00~24:00,13:00~24:00
322,신창대형약국,062-962-2022,광주광역시,"광주광역시 광산구 신창로 70, 1층 (신창동)",35.1914849,126.8374303,,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~21:00,09:00~21:00
323,신천그랜드약국,031-312-0993,경기도,경기도 시흥시 복지로 55 (대야동),37.4442992,126.7894522,,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,09:00~22:00,09:00~22:30
324,신천프라자약국,031-404-9311,경기도,"경기도 시흥시 수인로 3372, 신천프라자 (신천동)",37.441093,126.7843362,,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,09:30~22:00,09:30~22:00
325,신촌대로약국,02-6346-2882,서울특별시,"서울특별시 서대문구 신촌로 121, 아남오피스텔 1층 103호 (창천동)",37.556187,126.9392967,,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00
326,신탄약국,042-932-1155,대전광역시,대전광역시 대덕구 대덕대로1470번길 68,36.4463759,127.411567,대전광역시 대덕구 목상동 156-10,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30
327,신평화약국,02-2233-2587,서울특별시,서울특별시 중구 청계천로 298 (신당동),37.5694216,127.0110315,서울특별시 중구 신당동 217-1 신평화상가,12:00~23:59,12:00~23:59,12:00~23:59,12:00~23:59,12:00~23:59,,,
328,신현대약국,051-802-4605,부산광역시,"부산광역시 부산진구 가야대로 761, 1층 (부전동)",35.157892,129.0548776,부산광역시 부산진구 부전동 485번지 13호,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~21:00,,
329,쌍용부광약국,041-567-6770,충청남도,"충청남도 천안시 서북구 충무로 155 (쌍용동, 우리척병원)",,,,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,09:00~24:00,09:00~24:00
330,씨에이(CA)정문약국,02-825-1122,서울특별시,"서울특별시 동작구 흑석로 108, 1~2층 (흑석동)",37.5080052,126.9613288,,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,10:00~25:00,10:00~25:00
331,아람약국,044-862-5265,세종특별자치시,"세종특별자치시 보듬3로 143, 대영프라자 102호 (아름동)",,,,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00
332,아름다운달과별약국,02-3157-2088,서울특별시,"서울특별시 은평구 통일로 855-8, (갈현동, 연신내진원와이타운)",37.6190571,126.9201953,서울특별시 은평구 갈현동 396-12,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,10:00~22:00,10:00~22:00
333,아림약국,02-884-5221,서울특별시,서울특별시 관악구 호암로26길 57,37.4703562,126.9368468,서울특별시 관악구 대학동 1516-9,10:00~22:40,10:00~22:40,10:00~22:40,10:00~22:40,10:00~22:40,10:00~22:40,,
334,아이약국,043-221-8275,충청북도,충청북도 청주시 청원구 주성로 273 (주성동),36.6811767,127.5039281,,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,09:00~18:00,09:00~18:00,09:00~18:00
335,안재경약국,043-847-3363,충청북도,충청북도 충주시 국원대로 184,36.9879813,127.9285965,충청북도 충주시 연수동 881,08:30~23:30,08:30~23:30,08:30~23:30,08:30~23:30,08:30~23:30,08:30~23:30,09:00~24:00,08:30~23:30
336,압구정예주약국,02-545-3819,서울특별시,"서울특별시 강남구 압구정로29길 65, 442빌딩 지하1층 (압구정동)",37.5317699,127.0269887,,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30
337,앞서가는 21세기 약국,031-266-5235,경기도,"경기도 용인시 수지구 대지로 20, 죽전빌딩 101, 102호 (죽전동)",37.3270068,127.1122626,,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,10:00~22:00,09:00~22:00
338,약사랑약국,02-2039-9112,서울특별시,"서울특별시 강남구 테헤란로 339, 1층 (역삼동)",37.5047396,127.0485904,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~20:00,09:00~20:00,09:00~20:00
339,약손약국,063-861-1033,전라북도,전라북도 익산시 함열읍 함열중앙로 7,36.0793493,126.9585018,전라북도 익산시 함열읍 와리 546-1,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00
340,약수태평양약국,02-812-7088,서울특별시,서울특별시 동작구 장승배기로 7 (상도동),37.4992753,126.9433774,,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,,
341,양생약국,02-872-9954,서울특별시,"서울특별시 관악구 남부순환로234길 27, (봉천동)",37.4781027,126.9568902,서울특별시 관악구 낙성대동 1621-1,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~22:00,,09:00~23:00
342,양월약국,02-2226-5987,서울특별시,"서울특별시 강남구 개포로82길 13-11, 105호 (개포동)",37.4887105,127.0681053,,09:30~22:30,09:30~22:30,09:30~22:30,09:30~22:30,09:30~22:30,09:30~22:30,09:30~22:30,
343,에메랄드약국,02-3443-0991,서울특별시,"서울특별시 강남구 도산대로 122, 에메랄드타워 1층 (논현동)",37.5168147,127.0221321,,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,10:00~22:30,10:00~22:00,10:00~22:00
344,에버그린약국,031-282-3298,경기도,"경기도 용인시 기흥구 용구대로 2457 , 1층 (보정동)",37.3040078,127.1046392,"경기도 용인시 기흥구 보정동 1019-488 이마트트레이더스 구성점 , 1층",10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,,,
345,여의도씨티약국,02-784-8285,서울특별시,"서울특별시 영등포구 여의대방로 375, 109호(여의도동,아일렉스타워)",37.518858,126.9307807,서울특별시 영등포구 여의도동 44-37,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~18:00,,
346,역전약국,031-245-3521,경기도,"경기도 수원시 팔달구 덕영대로 899, 세진브론즈빌 2층 211호 (매산로1가)",37.2680919,127.0003279,,07:00~24:00,07:00~24:00,07:00~24:00,07:00~24:00,07:00~24:00,07:00~24:00,07:00~24:00,07:00~24:00
347,연남약국,02-336-1533,서울특별시,서울특별시 마포구 양화로21길 31 (동교동),37.5594579,126.9244719,서울특별시 마포구 동교동 153-1,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00
348,연산온누리약국,051-852-3574,부산광역시,"부산광역시 연제구 반송로 30, 1층 일부 (연산동)",35.1876877,129.0842239,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
349,연진약국,02-462-3355,서울특별시,서울특별시 광진구 아차산로29길 12,37.5413939,127.0684333,서울특별시 광진구 화양동 9-90,11:30~23:45,11:30~23:45,11:30~23:45,11:30~23:45,11:30~23:45,11:30~23:45,,
350,열린마트약국,031-468-1662,경기도,경기도 안양시 동안구 비산로52번길 20,37.4009009,126.9321025,경기도 안양시 동안구 비산동 544-1,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,,
351,열린연세약국,032-882-7749,인천광역시,인천광역시 미추홀구 토금남로 55,37.4506671,126.6383786,인천광역시 남구 학익동 661-1,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~18:00,09:00~18:00,09:00~18:00
352,열한시약국,0507-1418-5555,경기도,"경기도 용인시 기흥구 죽전로 49, 씨티프라자 302호 (보정동)",37.3207062,127.1144354,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
353,염약국,063-278-7989,전라북도,전라북도 전주시 덕진구 매봉로 29-1 (금암동),35.8406459,127.1411426,,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
354,영광약국,051-247-7989,부산광역시,부산광역시 서구 대영로 65-1,35.1104014,129.0183963,부산광역시 서구 부용동2가 87-1,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
355,영광종로약국,042-931-6375,대전광역시,"대전광역시 유성구 반석로 23, 1층 104호 (반석동, 제일프라자)",36.3912833,127.3121742,,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00
356,영대정문약국,053-811-5354,경상북도,경상북도 경산시 대학로 285 (대동),35.8314256,128.7529343,,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:00,10:00~22:00,10:00~22:00
357,영동약국,031-418-3112,경기도,"경기도 안산시 상록구 용신로 382, 105~106호 (본오동, 상경빌딩)",37.3013707,126.8642936,,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00
358,영재약국,064-783-1959,제주특별자치도,제주특별자치도 제주시 조천읍 신북로 510-1,33.5421411,126.6644518,제주특별자치도 제주시 조천읍 함덕리 1253-3,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~18:00,11:00~20:00,09:00~12:00
359,영주대학로약국,054-638-1266,경상북도,"경상북도 영주시 대학로 323, 1층 (가흥동)",36.8203755,128.6191805,,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
360,영천온누리약국,070-4233-7000,경상북도,경상북도 포항시 북구 장량로 32 (장성동),36.08245,129.3836622,경상북도 포항시 북구 장성동 1527번지 3호,08:30~22:45,08:30~22:45,08:30~22:45,08:30~22:45,08:30~22:45,08:30~22:00,16:00~22:00,08:30~22:00
361,예약국,054-334-2111,경상북도,"경상북도 영천시 청솔길 23-6 (망정동, 청솔아파트)",35.9881508,128.9552691,,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
362,오가네약국,061-724-5505,전라남도,전라남도 순천시 해룡면 신대로 116,34.9260192,127.5523974,전라남도 순천시 해룡면 신대리 1985-4,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00
363,오렌지 은 약국,061-685-9400,전라남도,전라남도 여수시 시청로 34 (학동),34.7647176,127.6633622,전라남도 여수시 학동 36-1,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~22:00,08:30~22:00,15:00~22:00,08:30~22:00
364,오룡대형약국,042-222-0666,대전광역시,"대전광역시 중구 계룡로 809, 1층 (용두동, 동성빌딩)",36.3277031,127.4065696,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
365,오름아래약국,064-805-2093,제주특별자치도,"제주특별자치도 제주시 삼무로 18, 제주연동 하우스디어반 105호 (연동)",33.4895243,126.4887056,,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,,
366,오메가약국,032-574-7533,인천광역시,인천광역시 동구 봉수대로 82,37.4830676,126.6604276,인천광역시 동구 송림동 296-2,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,,10:00~22:30
367,오약국,055-354-8607,경상남도,"경상남도 밀양시 중앙로 289, (삼문동)",35.4896835,128.7531727,경상남도 밀양시 삼문동 220-7,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,11:00~19:00,10:00~22:00
368,온누리대산약국,02-853-4967,서울특별시,"서울특별시 관악구 시흥대로 560, 1층 (신림동)",37.4828907,126.9019821,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,17:00~22:00,
369,온누리동광약국,052-296-6786,울산광역시,"울산광역시 중구 손골4길 6, 1층 (복산동)",35.563602,129.3260579,,14:00~25:00,14:00~25:00,14:00~25:00,14:00~25:00,14:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
370,온누리우주약국,031-651-7997,경기도,경기도 안성시 공도읍 진사길 34,36.9898751,127.1388069,경기도 안성시 공도읍 진사리 36-2,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:00,,
371,온누리이화당약국,062-672-5511,광주광역시,"광주광역시 남구 서문대로654번길 4, 1층 (진월동)",35.1173437,126.8991862,광주광역시 남구 진월동 438-13,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,10:30~23:00,08:30~23:00
372,올리브약국,063-856-5677,전라북도,전라북도 익산시 서동로 112 (동산동),35.9295277,126.968019,전라북도 익산시 동산동 1055-1 미래전기철물 (동산동),22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
373,옵티마 청운약국,031-241-7788,경기도,"경기도 수원시 팔달구 정조로 784, 1층 (팔달로2가)",37.2797616,127.0154678,,06:00~30:00,06:00~30:00,06:00~30:00,06:00~30:00,06:00~30:00,06:00~30:00,06:00~30:00,00:00~24:00
374,옵티마청주제일약국,043-294-0188,충청북도,충청북도 청주시 상당구 월평로184번길 5 (용암동),36.6097808,127.5046361,,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,09:00~23:00,09:00~23:00
375,옵티마프라자약국,032-743-6789,인천광역시,"인천광역시 중구 공항로 272 (운서동, 인천국제공항여객터미널 3층)",37.479174,126.4406136,,04:00~23:00,04:00~23:00,04:00~23:00,04:00~23:00,04:00~23:00,04:00~23:00,04:00~23:00,04:00~23:00
376,옵티마하남약국,031-791-2389,경기도,"경기도 하남시 신장로 156, 107,108호 (덕풍동, 하남프라자)",37.5400143,127.2017818,"경기도 하남시 덕풍동 394-1 하남프라자 107,108호",09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~21:00,09:00~21:00,09:00~21:00
377,와부약국,031-577-7949,경기도,경기도 남양주시 와부읍 덕소로 94,37.5857854,127.2120426,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~11:00,12:00~23:00,09:00~23:00
378,완미약국,02-457-3583,서울특별시,"서울특별시 광진구 자양로 194, (구의동)",37.5448201,127.0854319,서울특별시 광진구 구의동 234-16,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,16:00~23:00,16:00~23:00
379,외대조은약국,02-960-4983,서울특별시,"서울특별시 동대문구 휘경로 10, 1층 (이문동)",37.5959219,127.0610025,,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,10:00~24:00,10:00~24:00
380,용인강남약국,031-283-5453,경기도,경기도 용인시 기흥구 신구로12번길 12 (신갈동),37.2733457,127.1107372,경기도 용인시 기흥구 신갈동 64-10,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30,,09:00~23:30
381,용인태평양약국,031-336-3292,경기도,"경기도 용인시 처인구 백옥대로1068번길 1, (김량장동)",37.2310788,127.2100973,경기도 용인시 처인구 김량장동 12-2,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,,,
382,용한약국,032-424-4732,인천광역시,"인천광역시 부평구 열우물로50번길 9-2, (십정동)",37.4731436,126.7008418,인천광역시 부평구 십정동 397-20,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~23:00,,09:00~23:00
383,용화당약국,031-953-8792,경기도,"경기도 파주시 파주읍 혜음로 1689 , 용화당 약국",37.8285836,126.8400034,"경기도 파주시 파주읍 연풍리 286-14 한마음약국 , 용화당 약국",22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
384,우리들약국,031-885-5121,경기도,경기도 여주시 세종로 73,37.2912796,127.6355729,경기도 여주시 여주읍 홍문리 269-1,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:00,,08:30~22:30
385,우리들약국,063-901-9128,전라북도,"전라북도 전주시 덕진구 권삼득로 303, 1층 (금암동)",35.8432009,127.1284702,,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
386,우리들약국,02-427-0012,서울특별시,"서울특별시 강동구 올림픽로 781, (암사동)",37.5509801,127.1275225,서울특별시 강동구 암사2동 502-20,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,10:00~25:00,09:00~25:00
387,우리온누리약국,031-969-9004,경기도,"경기도 고양시 일산동구 위시티로 34, 1층 일부호 (식사동)",37.6754514,126.8090583,,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,21:00~25:00,14:00~25:00,14:00~25:00
388,우리온누리약국,051-728-2674,부산광역시,"부산광역시 기장군 정관면 정관중앙로 56, 101호 (프라임클리닉센터)",35.3217504,129.1795358,부산광역시 기장군 정관읍 매학리 748-2 프라임빌딩,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~18:00,09:00~18:00,09:00~18:00
389,우리집약국,041-585-1145,충청남도,충청남도 천안시 서북구 직산읍 군수1길 1,36.8938543,127.1370966,,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00
390,우림약국,031-582-5661,경기도,경기도 가평군 가평읍 가화로 155-19 (우림약국),37.8329286,127.5105765,,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
391,우정약국,02-432-4927,서울특별시,"서울특별시 중랑구 망우로 428, 우정약국 1층 (망우동)",37.5994496,127.0997067,,09:30~22:20,09:30~22:20,09:30~22:20,09:30~22:20,09:30~22:20,09:30~22:20,09:30~22:00,09:30~22:00
392,우주약국,02-481-5050,서울특별시,서울특별시 강동구 양재대로 1571 홈플러스 지하 2층,37.5456582,127.1422439,서울특별시 강동구 천호동 42 천호복합 상업시설 홈플러스 지하 2층,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00,10:30~23:00,
393,원이약국,02-333-3131,서울특별시,"서울특별시 마포구 와우산로 94, 제2기숙사 지하1층 B110호 (상수동)",37.5509769,126.9257006,,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,11:00~22:00,09:30~23:00,
394,원주대문약국,033-763-6342,강원도,"강원도 원주시 서원대로 174, (단계동)",37.3438712,127.9307338,강원도 원주시 단계동 882번지 덕윤빌딩 1층,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
395,원주대형약국,033-733-1065,강원도,강원도 원주시 호저면 원문로 691,37.3499005,127.8972454,,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
396,원플러스약국,02-3422-6953,서울특별시,"서울특별시 중랑구 신내로 201, 1층 (신내동, 홈플러스 서울 신내점)",37.6157539,127.0937534,,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,09:00~23:00
397,웰빙프라자약국,031-381-8284,경기도,"경기도 안양시 동안구 평촌대로 131, 101호 (호계동, 아카데미센터)",37.3836681,126.9592827,,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,,
398,위례수약국,031-756-0365,경기도,"경기도 성남시 수정구 위례서일로 18, 102, 103호 (창곡동, 더존메디칼타워)",37.4659158,127.160836,,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,10:00~25:00,10:00~25:00
399,위례진약국,031-754-5082,경기도,"경기도 성남시 수정구 위례광장로 322, 아이플렉스 1층 119호 (창곡동)",37.4719663,127.1427899,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
400,위성숙모어모아새한양약국,031-407-5823,경기도,"경기도 안산시 상록구 본삼로 38, 3동 105호 (본오동, 월드상가)",37.2998222,126.865105,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
401,유경약국,02-591-5027,서울특별시,"서울특별시 서초구 방배중앙로 167, (방배동)",37.4938791,126.9860708,서울특별시 서초구 방배본동 778-8,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,09:00~22:00,
402,윤호약국,02-400-0148,서울특별시,"서울특별시 송파구 마천로 311, 윤호약국 (마천동)",37.495411,127.1503529,,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,,
403,율량큰사랑약국,043-211-0926,충청북도,충청북도 청주시 청원구 율봉로175번길 10-4 (율량동),36.6690807,127.4887869,충청북도 청주시 청원구 율량동 882,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,09:00~22:30,09:00~22:00
404,으뜸약국,061-471-7684,전라남도,전라남도 영암군 영암읍 낭주로 173,34.8033912,126.7003037,전라남도 영암군 영암읍 역리 149-3,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,22:00~25:00,22:00~25:00,22:00~25:00
405,으뜸약국,064-749-0003,제주특별자치도,"제주특별자치도 제주시 노형로 376, 1층 (노형동)",33.4843418,126.4569356,,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30
406,으뜸약국,041-588-7574,충청남도,"충청남도 천안시 서북구 직산읍 자은가리1길 68, 상가동 104호 (우성아파트)",36.8706795,127.1276049,,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30
407,은하약국,02-372-1513,서울특별시,"서울특별시 서대문구 명지대3길 1, (남가좌동)",37.5821633,126.9236109,서울특별시 서대문구 남가좌2동 5-178,09:30~25:00,09:30~25:00,09:30~25:00,09:30~23:30,09:30~23:30,09:30~23:30,10:00~23:00,
408,은혜약국,031-876-7600,경기도,"경기도 의정부시 진등로 1, 1층 103호 (녹양동)",37.7582491,127.0323031,경기도 의정부시 녹양동 154-24 1층,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,
409,은혜약국,02-992-9191,서울특별시,서울특별시 도봉구 도봉로118길 11 (창동),37.6490235,127.0358842,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~18:00,,
410,이도약국,032-562-8050,인천광역시,"인천광역시 서구 중봉대로 587, 지하2층 (경서동, 홈플러스 청라점)",37.5208488,126.6485304,,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,
411,이마트약국,031-492-0615,경기도,"경기도 안산시 단원구 중앙대로 397, 1층 (신길동, 이마트트레이더스 신길점)",37.3400761,126.7835774,,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,
412,이수약국,043-851-1644,충청북도,충청북도 충주시 국원대로 187 (금릉동),36.9882342,127.9280245,,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
413,이오당약국,02-577-1711,서울특별시,서울특별시 서초구 동산로6길 38 (양재동),37.4694204,127.0444857,서울특별시 서초구 양재동 341-2,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,,
414,이원약국,02-946-1958,서울특별시,서울특별시 강북구 삼양로 244 (미아동),37.6251016,127.0185515,,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
415,이지약국,031-373-9970,경기도,"경기도 화성시 동탄순환대로 708, 103호 (영천동, 에듀프라자1)",37.2040251,127.066971,,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,12:00~25:00,12:00~25:00
